# 78954 TBPB Grantley Adams Observations at 12Z 03 Jul 2019
p [hPa],z [m],T [C],T_dew [C],RH [%],r [g/kg],wdir [deg],SKNT [knot],THTA [K],THTE [K],THTV [K]
1009.0,57.0,27.6,21.6,70.0,16.39,65,13,300.0,348.2,302.9
1000.0,122.0,26.4,21.7,75.0,16.64,70,13,299.6,348.4,302.5
997.0,149.0,26.2,21.6,76.0,16.59,70,13,299.6,348.3,302.6
980.0,300.0,24.7,21.0,80.0,16.3,70,16,299.6,347.4,302.5
955.0,527.0,22.4,20.2,87.0,15.87,74,19,299.5,346.0,302.3
947.0,600.0,22.2,18.7,81.0,14.55,75,20,300.0,342.8,302.6
940.0,665.0,22.6,16.6,69.0,12.8,80,21,301.0,338.9,303.3
926.0,796.0,22.0,15.0,64.0,11.71,89,23,301.7,336.5,303.8
925.0,805.0,21.8,14.8,64.0,11.57,90,23,301.6,336.0,303.7
915.0,899.0,21.0,14.5,66.0,11.48,90,25,301.7,335.8,303.8
864.0,1393.0,16.8,13.0,78.0,11.01,82,23,302.3,335.1,304.3
850.0,1533.0,16.2,12.0,76.0,10.47,80,23,303.1,334.5,305.0
846.0,1573.0,16.0,11.7,76.0,10.31,80,23,303.3,334.2,305.2
840.0,1634.0,15.8,10.8,72.0,9.77,81,22,303.7,333.1,305.5
828.0,1756.0,16.6,5.6,48.0,6.93,82,21,305.8,327.1,307.1
810.0,1943.0,15.8,-1.2,31.0,4.35,84,19,306.9,320.6,307.7
804.0,2007.0,16.6,-4.4,23.0,3.45,84,19,308.4,319.5,309.0
797.0,2081.0,16.6,-6.4,20.0,2.99,85,18,309.2,318.9,309.7
795.0,2102.0,16.4,-6.5,20.0,2.98,85,18,309.2,318.9,309.8
700.0,3168.0,7.8,-9.2,29.0,2.73,110,20,311.1,320.1,311.6
674.0,3477.0,4.8,-9.9,34.0,2.69,105,23,311.1,319.9,311.6
656.0,3698.0,2.6,-10.4,38.0,2.65,102,21,311.1,319.8,311.6
651.0,3760.0,2.0,-11.0,38.0,2.55,101,21,311.1,319.4,311.5
631.0,4013.0,4.6,-35.4,4.0,0.3,98,19,316.8,317.9,316.9
626.0,4078.0,4.4,-36.6,3.0,0.27,97,19,317.3,318.3,317.4
617.0,4194.0,3.7,-37.5,3.0,0.25,95,18,317.8,318.8,317.9
548.0,5147.0,-1.9,-44.9,2.0,0.13,91,16,322.1,322.6,322.1
532.0,5381.0,-3.7,-38.5,5.0,0.26,90,15,322.7,323.8,322.8
521.0,5547.0,-4.9,-33.9,8.0,0.42,87,16,323.2,324.8,323.3
517.0,5607.0,-5.1,-35.1,7.0,0.38,85,17,323.6,325.1,323.7
500.0,5870.0,-4.3,-43.3,3.0,0.17,80,19,327.7,328.4,327.8
494.0,5965.0,-4.1,-47.1,2.0,0.11,78,19,329.1,329.6,329.1
490.0,6029.0,-4.1,-50.1,1.0,0.08,76,20,329.9,330.2,329.9
486.0,6094.0,-4.3,-51.5,1.0,0.07,75,20,330.4,330.7,330.4
483.0,6143.0,-4.5,-52.5,1.0,0.06,78,19,330.7,331.0,330.8
469.0,6370.0,-6.1,-49.4,2.0,0.09,90,12,331.5,331.9,331.5
433.0,6987.0,-10.5,-41.1,6.0,0.24,65,18,333.6,334.6,333.6
400.0,7600.0,-14.9,-32.9,20.0,0.6,30,10,335.5,337.9,335.7
