# 78954 TBPB Grantley Adams Observations at 12Z 23 Aug 2020
p [hPa],z [m],T [C],T_dew [C],RH [%],r [g/kg],wdir [deg],SKNT [knot],THTA [K],THTE [K],THTV [K]
1008.0,57,28.0,23.5,77,18.47,80.0,13.0,300.5,354.9,303.8
1000.0,115,27.4,22.4,74,17.39,80.0,14.0,300.6,351.8,303.7
996.0,151,27.2,22.2,74,17.24,80.0,14.0,300.7,351.6,303.8
979.0,302,26.0,21.2,75,16.46,80.0,14.0,301.0,349.6,304.0
947.0,594,23.8,19.2,75,15.02,90.0,17.0,301.6,346.1,304.3
925.0,801,22.2,17.8,76,14.06,90.0,19.0,302.0,343.7,304.6
915.0,896,21.6,17.5,77,13.95,90.0,19.0,302.3,343.8,304.9
892.0,1117,20.2,16.8,81,13.68,83.0,21.0,303.1,343.9,305.6
850.0,1533,17.8,13.7,77,11.72,70.0,24.0,304.8,340.1,306.9
819.0,1850,15.8,11.9,78,10.8,70.0,21.0,305.9,338.6,307.9
806.0,1987,17.0,7.0,52,7.85,70.0,19.0,308.6,332.9,310.1
799.0,2061,17.2,4.2,42,6.51,70.0,18.0,309.6,329.9,310.8
795.0,2104,17.0,3.9,42,6.41,70.0,18.0,309.8,329.9,311.0
740.0,2712,13.8,-0.2,38,5.12,64.0,20.0,312.7,329.1,313.7
700.0,3177,10.6,-1.4,43,4.96,60.0,22.0,314.2,330.2,315.1
618.0,4197,2.1,-5.8,56,4.03,50.0,22.0,315.8,329.0,316.6
601.0,4426,0.2,-6.8,59,3.84,54.0,22.0,316.1,328.8,316.9
574.0,4794,-0.7,-15.7,31,1.97,60.0,21.0,319.3,326.1,319.7
566.0,4906,-1.5,-13.5,40,2.4,62.0,21.0,319.6,327.8,320.1
562.0,4963,-1.3,-11.3,47,2.88,63.0,21.0,320.5,330.3,321.1
558.0,5020,-0.9,-17.9,26,1.69,64.0,21.0,321.6,327.6,322.0
554.0,5078,-0.7,-26.7,12,0.78,65.0,21.0,322.5,325.4,322.7
535.0,5355,-2.4,-30.3,10,0.58,70.0,21.0,323.7,325.9,323.8
534.0,5370,-2.5,-30.5,10,0.57,69.0,21.0,323.8,325.9,323.9
500.0,5890,-5.3,-27.3,16,0.82,30.0,18.0,326.5,329.6,326.7
492.0,6016,-6.3,-27.6,17,0.81,20.0,17.0,326.8,329.8,326.9
