# 48698 WSSS Singapore Observations at 12Z 28 Jan 2019
p [hPa],z [m],T [C],T_dew [C],RH [%],r [g/kg],wdir [deg],SKNT [knot],THTA [K],THTE [K],THTV [K]
1009.0,16,27.6,23.9,80,18.92,30.0,5.0,300.0,355.6,303.4
1001.0,92,26.5,22.9,81,17.95,355.0,10.0,299.6,352.3,302.8
1000.0,101,26.4,22.8,81,17.83,355.0,11.0,299.6,351.9,302.7
931.0,729,20.8,20.8,100,16.92,23.0,22.0,300.0,349.7,303.1
927.0,766,20.6,20.6,100,16.78,24.0,23.0,300.2,349.5,303.2
925.0,785,20.4,20.4,100,16.61,25.0,23.0,300.2,349.0,303.1
913.0,898,19.9,19.8,100,16.19,25.0,25.0,300.7,348.4,303.6
896.0,1060,19.1,18.9,99,15.6,30.0,24.0,301.5,347.7,304.4
873.0,1285,18.0,17.7,98,14.82,30.0,21.0,302.7,346.7,305.4
857.0,1444,17.4,16.7,96,14.18,30.0,19.0,303.7,346.1,306.3
850.0,1514,17.2,16.3,94,13.91,25.0,14.0,304.1,345.8,306.7
797.0,2064,15.6,13.4,87,12.3,310.0,10.0,308.1,345.6,310.4
784.0,2204,15.2,12.7,85,11.91,313.0,9.0,309.1,345.6,311.3
772.0,2334,14.4,11.7,84,11.27,315.0,8.0,309.6,344.2,311.7
739.0,2703,12.1,8.7,80,9.63,325.0,14.0,311.0,340.9,312.8
725.0,2864,11.1,7.4,78,8.97,305.0,13.0,311.6,339.5,313.3
721.0,2911,10.8,7.0,77,8.79,309.0,13.0,311.8,339.2,313.4
711.0,3027,10.0,7.5,85,9.25,320.0,14.0,312.1,340.9,313.8
702.0,3133,9.2,8.0,92,9.68,312.0,16.0,312.4,342.6,314.2
700.0,3157,9.2,8.7,97,10.19,310.0,16.0,312.6,344.4,314.6
695.0,3217,9.0,9.0,100,10.48,307.0,16.0,313.1,345.7,315.0
645.0,3833,6.5,2.0,73,6.92,280.0,21.0,317.0,339.3,318.4
626.0,4080,5.6,-0.8,64,5.82,275.0,26.0,318.6,337.6,319.8
619.0,4173,5.2,-1.8,61,5.45,275.0,25.0,319.2,337.1,320.3
613.0,4252,5.2,-3.8,52,4.74,275.0,23.0,320.1,335.8,321.0
592.0,4536,3.0,-2.4,68,5.43,275.0,19.0,320.7,338.6,321.8
578.0,4730,1.4,-1.5,81,5.97,286.0,12.0,321.1,340.7,322.3
573.0,4801,1.6,-2.6,74,5.54,290.0,10.0,322.1,340.4,323.2
566.0,4900,1.8,-4.2,64,4.98,285.0,10.0,323.5,340.1,324.5
552.0,5101,0.6,-7.1,56,4.09,275.0,10.0,324.4,338.3,325.2
